customer_id,age,gender,country,city_tier,tenure_months,recency_days,frequency,monetary_eur,avg_order_value,app_sessions_30d,pages_per_session,wishlist_items,email_open_rate,category_diversity,preferred_category,channel,return_rate,discount_usage_ratio,complained,churn
ZC001988,24.0,Female,Germany,Tier 2,20,113,1,83.99,83.99,1,8.7,4,0.245,7,Men,Mixed,0.283,0.238,0,1
ZC001989,24.0,Male,Spain,Tier 1,22,53,1,97.78,97.78,8,2.4,4,0.285,8,Men,Mixed,0.458,0.329,0,0
ZC001990,18.0,Male,Spain,Tier 3,29,16,1,74.71,74.71,6,1.0,4,0.744,8,Women,Mixed,0.339,0.083,0,0
ZC001991,36.0,Female,USA,Tier 1,19,222,1,107.45,107.45,2,3.2,2,0.244,5,Women,Store,0.511,0.473,0,1
ZC001992,37.0,Female,USA,Tier 1,31,9,1,65.65,65.65,6,1.0,2,0.038,8,Women,Store,0.64,0.127,0,1
ZC001993,34.0,Female,USA,Tier 2,39,18,1,65.19,65.19,5,6.7,5,0.173,5,Women,Online,0.453,0.159,0,0
ZC001994,42.0,Female,Italy,Tier 2,24,189,4,263.43,65.86,0,2.4,2,0.537,2,Women,Mixed,0.291,0.198,0,1
ZC001995,33.0,Male,Spain,Tier 1,29,152,3,231.05,77.02,0,12.5,1,0.402,3,Beauty,Online,0.26,0.318,0,1
ZC001996,36.0,Female,Other,Tier 1,18,201,6,332.87,55.48,2,3.2,1,0.375,4,Home,Store,0.252,0.675,0,1
ZC001997,35.0,Female,Mexico,Tier 1,39,33,1,63.51,63.51,4,3.1,1,0.302,2,Men,Online,0.524,0.232,1,0
ZC001998,31.0,Male,UK,Tier 1,21,24,6,213.37,35.56,2,3.2,3,0.343,6,TRF,Mixed,0.092,0.467,0,0
ZC001999,27.0,Female,Other,Tier 1,27,135,2,128.0,64.0,2,8.1,1,0.34,2,Women,Online,0.118,0.11,0,0
ZC002000,54.0,Female,Germany,Tier 1,6,16,1,98.29,98.29,5,1.0,2,0.242,2,Women,Online,0.266,0.165,0,0
ZC002001,27.0,Male,France,Tier 1,26,25,1,160.82,160.82,11,5.4,3,0.363,7,Women,Mixed,0.304,0.714,0,0
ZC002002,25.0,Male,USA,Tier 2,19,10,1,73.95,73.95,6,12.7,7,0.566,7,Women,Store,0.16,0.433,0,0
ZC002003,36.0,Male,Germany,Tier 2,25,31,4,475.69,118.92,5,4.3,4,0.589,4,Women,Store,0.274,0.49,0,0
ZC002004,35.0,Female,Spain,Tier 3,27,21,3,227.77,75.92,3,1.2,5,0.655,5,Home,Store,0.06,0.267,0,0
ZC002005,18.0,Male,France,Tier 1,29,13,2,148.96,74.48,5,9.9,4,0.253,8,Women,Store,0.144,0.188,0,0
ZC002006,43.0,Male,Spain,Tier 1,26,66,4,347.53,86.88,1,5.6,3,0.399,6,Kids,Store,0.255,0.167,0,0
ZC002007,31.0,Male,UK,Tier 1,15,41,1,85.87,85.87,5,10.5,5,0.414,5,Women,Mixed,0.29,0.39,0,0
ZC002008,21.0,Female,Germany,Tier 1,49,92,1,70.79,70.79,4,4.9,2,0.728,4,Men,Online,0.238,0.607,0,1
ZC002009,44.0,Female,USA,Tier 1,35,17,5,351.01,70.2,9,2.8,4,0.168,3,Women,Online,0.159,0.418,0,0
ZC002010,38.0,Male,USA,Tier 1,16,30,1,109.62,109.62,8,3.4,3,0.344,5,Women,Store,0.43,0.065,0,0
ZC002011,19.0,Male,Mexico,Tier 2,15,39,1,90.49,90.49,7,4.2,4,0.315,6,Women,Mixed,0.157,0.286,0,0
ZC002012,50.0,Female,USA,Tier 3,1,135,1,57.78,57.78,2,6.5,1,0.499,5,Home,Store,0.306,0.073,0,1
ZC002013,39.0,Female,Spain,Tier 1,7,114,1,80.31,80.31,2,2.4,3,0.943,4,Men,Store,0.293,0.205,0,1
ZC002014,32.0,Male,USA,Tier 1,10,54,1,99.98,99.98,7,4.0,4,0.684,5,Women,Store,0.354,0.208,0,0
ZC002015,48.0,Female,Other,Tier 2,16,8,1,54.0,54.0,8,1.4,2,0.234,1,Men,Online,0.071,0.093,0,0
ZC002016,34.0,Female,Italy,Tier 2,39,150,2,196.57,98.28,5,3.3,1,0.306,4,Home,Online,0.348,0.478,0,1
ZC002017,32.0,Female,France,Tier 1,14,18,3,267.67,89.22,8,4.9,3,0.097,8,Women,Online,0.392,0.195,0,0
ZC002018,25.0,Female,Other,Tier 2,7,58,1,89.89,89.89,5,6.8,1,0.286,5,Women,Mixed,0.507,0.159,0,1
ZC002019,38.0,Male,Germany,Tier 1,25,101,4,495.88,123.97,2,6.5,1,0.675,7,Home,Mixed,0.306,0.153,0,0
ZC002020,37.0,Female,Mexico,Tier 2,26,27,3,286.72,95.57,10,10.9,4,0.52,5,Men,Online,0.367,0.221,0,0
ZC002021,32.0,Female,Germany,Tier 2,15,33,1,77.99,77.99,6,2.4,1,0.582,4,Kids,Store,0.203,0.501,0,0
ZC002022,24.0,Male,Other,Tier 1,36,150,1,73.19,73.19,0,1.7,2,0.448,1,Men,Mixed,0.316,0.426,0,1
ZC002023,33.0,Male,Germany,Tier 1,37,64,3,319.21,106.4,3,3.6,2,0.47,7,Women,Mixed,0.521,0.383,1,1
ZC002024,31.0,Female,USA,Tier 2,4,10,1,59.45,59.45,12,5.4,3,0.044,2,Women,Store,0.202,0.413,0,0
ZC002025,19.0,Female,Spain,Tier 2,26,42,2,150.07,75.04,4,3.2,3,0.233,6,Men,Store,0.349,0.556,0,0
ZC002026,17.0,Male,Spain,Tier 3,2,29,1,96.35,96.35,4,1.3,6,0.62,7,Women,Online,0.352,0.434,0,0
ZC002027,38.0,Female,France,Tier 1,16,7,1,76.2,76.2,3,4.0,5,0.463,7,Men,Online,0.175,0.359,0,0
ZC002028,16.0,Female,Other,Tier 2,60,10,5,654.21,130.84,7,1.7,2,0.478,4,Women,Store,0.346,0.175,0,0
ZC002029,34.0,Female,Mexico,Tier 2,26,79,1,111.57,111.57,0,4.2,4,0.675,1,Women,Online,0.592,0.17,0,0
ZC002030,27.0,Female,Mexico,Tier 2,11,21,1,137.28,137.28,8,1.0,1,0.121,7,Men,Store,0.244,0.162,0,0
ZC002031,45.0,Male,Germany,Tier 1,27,84,4,416.04,104.01,4,7.8,3,0.55,2,Women,Mixed,0.275,0.268,0,0
ZC002032,27.0,Female,Other,Tier 1,10,137,1,92.57,92.57,0,1.2,3,0.206,3,Women,Online,0.284,0.432,0,1
ZC002033,39.0,Female,Italy,Tier 2,21,5,1,33.7,33.7,6,2.2,6,0.363,7,Women,Online,0.047,0.196,0,0
ZC002034,28.0,Female,USA,Tier 1,8,84,1,82.48,82.48,3,9.1,2,0.659,3,Women,Online,0.397,0.086,0,1
ZC002035,33.0,Female,France,Tier 1,13,68,2,120.47,60.24,4,4.5,4,0.776,3,Men,Store,0.293,0.355,0,0
ZC002036,39.0,Female,UK,Tier 1,35,96,2,96.72,48.36,0,9.2,5,0.155,8,Women,Online,0.262,0.558,0,1
ZC002037,27.0,Male,USA,Tier 3,48,236,1,90.25,90.25,3,5.7,3,0.316,4,Women,Online,0.094,0.276,0,1
ZC002038,42.0,Female,USA,Tier 2,21,54,4,218.33,54.58,9,6.5,3,0.222,8,Women,Online,0.286,0.568,0,0
ZC002039,22.0,Female,USA,Tier 2,29,54,3,211.08,70.36,4,3.8,1,0.325,7,Men,Store,0.511,0.054,0,0
ZC002040,35.0,Female,USA,Tier 3,12,64,3,204.38,68.13,1,9.9,4,0.472,6,Women,Mixed,0.641,0.374,0,0
ZC002041,41.0,Male,USA,Tier 2,8,25,1,69.84,69.84,9,3.6,1,0.503,7,Men,Online,0.271,0.164,0,0
ZC002042,39.0,Female,Other,Tier 1,20,208,3,237.25,79.08,3,1.3,10,0.453,2,Women,Online,0.387,0.215,0,1
ZC002043,51.0,Male,USA,Tier 1,19,3,1,82.94,82.94,5,10.2,3,0.479,1,Home,Mixed,0.319,0.237,0,0
ZC002044,,Female,Other,Tier 2,60,37,1,83.28,83.28,7,9.4,2,0.273,2,Men,Mixed,0.612,0.345,0,1
ZC002045,18.0,Female,Spain,Tier 3,15,39,1,38.23,38.23,4,2.2,3,0.6,3,Women,Store,0.13,0.021,0,0
ZC002046,22.0,Female,Other,Tier 2,15,25,1,125.36,125.36,6,1.9,3,0.797,7,Women,Store,0.058,0.323,0,0
ZC002047,39.0,Female,Mexico,Tier 1,25,48,4,218.89,54.72,4,13.2,2,0.436,4,Men,Mixed,0.155,0.164,0,0
ZC002048,37.0,Male,Other,Tier 2,11,37,3,163.17,54.39,5,6.1,1,0.261,7,Women,Online,0.405,0.303,0,0
ZC002049,33.0,Male,France,Tier 1,9,20,1,115.41,115.41,5,2.6,4,0.36,5,Home,Online,0.618,0.234,1,0
ZC002050,21.0,Female,Germany,Tier 1,23,57,1,76.62,76.62,6,4.2,2,0.536,8,Women,Online,0.496,0.299,0,0
ZC002051,40.0,Female,USA,Tier 1,5,69,1,91.14,91.14,2,2.1,6,0.472,6,Home,Mixed,0.491,0.39,0,1
ZC002052,20.0,Female,UK,Tier 1,24,328,3,275.82,91.94,1,5.4,2,0.356,4,Women,Online,0.179,0.168,0,1
ZC002053,44.0,Female,Mexico,Tier 1,13,20,2,174.41,87.2,10,16.4,3,0.528,2,Women,Store,0.376,0.349,0,0
ZC002054,61.0,Male,Spain,Tier 2,28,84,1,64.92,64.92,0,12.2,3,0.523,2,Women,Online,0.296,0.514,0,0
ZC002055,36.0,Male,Spain,Tier 1,40,82,1,68.34,68.34,0,3.9,1,0.327,8,Men,Mixed,0.514,0.399,0,0
ZC002056,38.0,Female,Other,Tier 3,9,128,1,127.28,127.28,1,5.3,4,0.169,3,Women,Store,0.439,0.171,0,0
ZC002057,27.0,Male,Spain,Tier 1,15,112,1,61.35,61.35,1,5.0,2,0.759,4,TRF,Online,0.476,0.269,0,0
ZC002058,16.0,Male,Italy,Tier 1,34,5,4,292.02,73.0,4,6.2,2,0.214,7,Men,Mixed,0.235,0.358,0,0
ZC002059,26.0,Female,USA,Tier 1,21,46,2,182.76,91.38,4,3.3,4,0.5,5,Women,Online,0.373,0.397,1,0
ZC002060,21.0,Female,USA,Tier 1,48,18,4,272.51,68.13,6,2.1,8,0.483,5,Women,Store,0.409,0.519,0,0
ZC002061,18.0,Female,USA,Tier 1,22,10,1,56.81,56.81,5,5.8,5,0.515,7,Men,Store,0.167,0.438,0,0
ZC002062,49.0,Male,France,Tier 1,39,45,2,164.08,82.04,5,2.5,7,0.225,7,Men,Store,0.202,0.239,0,0
ZC002063,35.0,Male,Other,Tier 1,7,87,5,379.85,75.97,3,11.2,1,0.057,4,Women,Online,0.072,0.275,0,0
ZC002064,36.0,Female,Other,Tier 1,9,186,1,48.78,48.78,1,2.3,5,0.712,8,Men,Online,0.32,0.451,1,1
ZC002065,29.0,Female,USA,Tier 2,45,63,3,276.48,92.16,1,2.7,2,0.479,5,Home,Online,0.426,0.25,0,0
ZC002066,30.0,Female,USA,Tier 1,9,22,2,208.15,104.08,3,7.8,3,0.388,2,Men,Store,0.308,0.41,0,0
ZC002067,42.0,Female,Other,Tier 1,45,70,5,113.32,22.66,0,6.9,6,0.542,5,TRF,Online,0.42,0.126,0,0
ZC002068,32.0,Female,Spain,Tier 1,10,94,1,71.2,71.2,2,1.6,6,0.595,7,Beauty,Online,0.257,0.565,0,0
ZC002069,37.0,Male,Spain,Tier 1,5,165,1,18.44,18.44,1,6.8,4,0.695,4,Beauty,Online,0.351,0.408,0,1
ZC002070,30.0,Female,UK,Tier 2,15,18,1,100.56,100.56,7,15.9,5,0.382,6,Men,Store,0.401,0.678,0,0
ZC002071,29.0,Female,Mexico,Tier 1,7,10,1,58.86,58.86,5,6.8,4,0.482,7,Women,Mixed,0.538,0.173,0,0
ZC002072,18.0,Female,USA,Tier 2,27,75,2,169.38,84.69,0,3.8,1,,8,Home,Online,0.332,0.216,0,1
ZC002073,16.0,Female,Spain,Tier 3,2,57,1,48.82,48.82,6,4.7,3,0.473,6,Kids,Store,0.308,0.442,0,0
ZC002074,29.0,Male,Other,Tier 1,56,42,6,667.18,111.2,8,1.7,2,0.535,2,Women,Mixed,0.384,0.367,0,0
ZC002075,33.0,Female,Other,Tier 3,19,53,3,337.98,112.66,7,3.6,2,0.211,3,Women,Mixed,0.64,0.169,0,0
ZC002076,19.0,Female,Germany,Tier 2,28,19,5,290.19,58.04,7,5.7,4,0.188,7,Women,Mixed,0.196,0.129,0,0
ZC002077,32.0,Male,Italy,Tier 2,30,4,1,56.49,56.49,6,4.8,1,0.366,6,Women,Mixed,0.428,0.263,0,0
ZC002078,33.0,Female,Other,Tier 3,20,109,4,341.09,85.27,5,2.6,6,0.175,4,Men,Online,0.296,0.218,0,1
ZC002079,16.0,Female,Germany,Tier 1,24,104,1,85.46,85.46,2,9.2,1,0.633,5,Women,Online,0.328,0.297,0,0
ZC002080,23.0,Female,Mexico,Tier 1,14,12,1,59.07,59.07,6,2.2,2,0.461,1,TRF,Store,0.735,0.613,0,0
ZC002081,36.0,Male,UK,Tier 1,30,51,4,227.34,56.84,3,8.5,5,,3,TRF,Store,0.351,0.233,0,0
ZC002082,36.0,Female,USA,Tier 2,50,99,2,220.16,110.08,2,11.8,4,0.328,1,Men,Mixed,0.035,0.335,0,0
ZC002083,20.0,Male,Other,Tier 1,13,89,1,78.33,78.33,3,1.0,5,0.445,5,TRF,Online,0.421,0.099,0,1
ZC002084,34.0,Female,Italy,Tier 1,33,26,3,234.15,78.05,6,4.2,2,0.368,6,Home,Store,0.383,0.249,0,0
ZC002085,42.0,Female,USA,Tier 3,36,68,6,448.23,74.7,1,3.8,3,0.622,2,Men,Online,0.605,0.202,0,0
ZC002086,40.0,Male,Germany,Tier 1,13,16,4,172.73,43.18,8,3.3,3,0.179,4,Men,Online,0.738,0.196,0,0
ZC002087,31.0,Female,Mexico,Tier 1,18,119,4,233.04,58.26,1,1.7,1,0.587,1,Women,Store,0.279,0.356,0,0
ZC002088,27.0,Female,USA,Tier 1,17,47,1,52.26,52.26,9,4.2,8,0.629,8,Kids,Store,0.359,0.66,0,0
ZC002089,26.0,Female,Mexico,Tier 2,16,71,1,36.57,36.57,0,1.0,3,0.545,8,Women,Mixed,0.209,0.024,0,0
ZC002090,37.0,Female,Spain,Tier 1,10,82,5,287.66,57.53,2,2.4,5,0.572,8,TRF,Online,0.285,0.262,0,0
ZC002091,34.0,Female,Germany,Tier 1,18,48,3,240.38,80.13,4,4.0,6,0.388,5,Kids,Online,0.104,0.268,0,0
ZC002092,38.0,Female,Other,Tier 3,15,82,1,61.03,61.03,2,4.2,5,0.441,7,Men,Mixed,0.151,0.533,0,0
ZC002093,33.0,Female,Other,Tier 1,41,122,5,413.77,82.75,0,3.3,6,0.633,2,Women,Mixed,0.466,0.189,0,1
ZC002094,40.0,Female,Other,Tier 1,22,19,1,55.38,55.38,9,5.4,2,0.494,2,Kids,Store,0.068,0.047,0,0
ZC002095,33.0,Female,Italy,Tier 2,11,146,1,83.35,83.35,1,6.1,2,0.369,3,Women,Online,0.36,0.301,0,1
ZC002096,40.0,Female,UK,Tier 1,43,35,5,555.63,111.13,12,1.5,3,0.415,5,Kids,Mixed,0.067,0.439,0,0
ZC002097,41.0,Female,Italy,Tier 1,38,86,2,195.34,97.67,2,9.7,3,0.543,7,Men,Mixed,0.393,0.154,0,0
ZC002098,24.0,Female,USA,Tier 2,15,46,1,78.27,78.27,4,6.2,5,0.475,2,Women,Store,0.329,0.426,0,0
ZC002099,16.0,Male,France,Tier 2,21,74,4,347.29,86.82,0,5.3,5,0.263,7,Kids,Online,0.296,0.338,0,0
ZC002100,47.0,Female,France,Tier 1,41,137,5,336.35,67.27,4,2.5,7,0.108,2,Men,Store,0.153,0.253,0,0
ZC002101,35.0,Female,France,Tier 2,32,57,3,185.64,61.88,7,2.6,4,0.43,8,Women,Online,0.246,0.801,0,0
ZC002102,16.0,Female,UK,Tier 2,4,81,5,370.0,74.0,4,8.1,4,0.421,6,Men,Online,0.091,0.617,0,0
ZC002103,25.0,Female,USA,Tier 2,9,170,1,62.17,62.17,1,5.2,4,0.56,2,Women,Online,0.202,0.175,0,1
ZC002104,40.0,Female,USA,Tier 2,12,36,2,224.82,112.41,5,11.0,2,0.47,3,Men,Store,0.549,0.053,0,1
ZC002105,,Male,USA,Tier 2,13,23,1,107.94,107.94,4,1.4,4,0.194,6,Kids,Store,0.21,0.383,0,0
ZC002106,27.0,Female,UK,Tier 1,17,129,1,136.28,136.28,3,4.2,5,0.304,6,Women,Online,0.233,0.309,0,0
ZC002107,46.0,Female,Spain,Tier 1,24,49,1,112.66,112.66,1,1.0,2,0.505,4,Men,Store,0.318,0.771,0,0
ZC002108,22.0,Male,Other,Tier 1,17,42,3,289.85,96.62,5,4.7,3,0.716,6,Kids,Online,0.29,0.526,0,0
ZC002109,24.0,Female,Spain,Tier 1,37,147,2,64.98,32.49,3,6.9,2,0.34,1,TRF,Online,0.243,0.262,0,0
ZC002110,34.0,Male,Other,Tier 3,13,27,6,400.24,66.71,3,6.5,4,0.114,3,Women,Online,0.374,0.165,0,0
ZC002111,36.0,Male,USA,Tier 1,37,87,1,68.85,68.85,0,5.8,2,0.176,6,Home,Online,0.243,0.082,0,1
ZC002112,37.0,Female,Other,Tier 1,22,194,1,65.73,65.73,3,2.5,2,0.577,1,Women,Mixed,0.332,0.363,0,1
ZC002113,41.0,Female,Italy,Tier 1,21,17,2,199.99,100.0,7,1.5,3,0.485,2,Women,Mixed,0.275,0.402,0,0
ZC002114,34.0,Female,Other,Tier 2,30,198,1,102.87,102.87,0,2.6,3,0.575,2,Women,Online,0.365,0.099,0,1
ZC002115,37.0,Male,Other,Tier 2,27,39,1,58.49,58.49,10,6.2,2,0.455,5,Men,Online,0.269,0.31,0,0
ZC002116,29.0,Female,Italy,Tier 1,17,42,3,214.52,71.51,8,7.7,3,0.416,8,Women,Online,0.371,0.525,0,0
ZC002117,33.0,Male,USA,Tier 2,10,9,1,64.57,64.57,3,1.3,4,0.288,8,Beauty,Mixed,0.617,0.275,0,0
ZC002118,33.0,Female,France,Tier 1,42,73,4,142.84,35.71,1,8.8,2,0.509,5,Kids,Online,0.196,0.047,1,0
ZC002119,34.0,Female,USA,Tier 3,20,19,2,203.51,101.76,4,8.5,5,0.569,7,Men,Online,0.804,0.466,0,0
ZC002120,40.0,Female,Other,Tier 2,20,90,3,318.1,106.03,1,4.9,7,0.345,8,Women,Online,0.209,0.228,0,0
ZC002121,38.0,Female,Other,Tier 1,60,53,6,260.67,43.44,5,4.7,5,0.306,5,Men,Store,0.445,0.123,0,0
ZC002122,32.0,Female,USA,Tier 3,37,72,9,410.01,45.56,0,2.0,2,0.803,2,Men,Online,0.274,0.436,0,0
ZC002123,24.0,Male,Italy,Tier 1,16,102,1,128.61,128.61,2,3.8,1,0.546,7,Men,Mixed,0.491,0.384,1,1
ZC002124,33.0,Female,USA,Tier 1,19,238,1,88.48,88.48,3,1.5,2,0.09,4,Women,Mixed,0.399,0.072,0,1
ZC002125,32.0,Male,Italy,Tier 1,9,58,6,645.59,107.6,7,3.2,5,0.461,6,Men,Online,0.2,0.171,0,0
ZC002126,34.0,Male,Germany,Tier 1,7,91,1,62.59,62.59,1,1.3,3,0.225,3,Home,Store,0.295,0.255,0,0
ZC002127,54.0,Female,France,Tier 3,16,80,1,108.73,108.73,0,9.9,3,0.477,5,Men,Online,0.419,0.305,0,0
ZC002128,27.0,Female,Other,Tier 2,25,71,1,60.77,60.77,1,7.0,3,0.477,3,Men,Mixed,0.527,0.582,0,1
ZC002129,36.0,Female,USA,Tier 2,10,12,1,92.1,92.1,10,1.6,2,0.358,2,Women,Online,0.553,0.14,0,0
ZC002130,43.0,Female,Mexico,Tier 3,32,25,1,45.7,45.7,5,5.2,4,0.082,4,Women,Mixed,0.334,0.343,0,0
ZC002131,33.0,Male,Italy,Tier 1,8,13,1,74.52,74.52,9,5.9,1,0.183,2,Men,Mixed,0.127,0.164,0,0
ZC002132,55.0,Male,USA,Tier 1,16,179,1,93.84,93.84,2,3.0,4,0.476,1,Men,Mixed,0.472,0.101,0,1
ZC002133,28.0,Male,UK,Tier 2,30,182,2,157.63,78.82,2,2.3,2,0.54,3,Men,Mixed,0.459,0.165,0,1
ZC002134,35.0,Female,Spain,Tier 1,59,102,6,508.45,84.74,4,1.8,6,0.126,4,Men,Store,0.399,0.38,0,0
ZC002135,24.0,Female,Germany,Tier 2,45,130,2,126.47,63.24,2,3.9,5,0.295,1,Women,Store,0.272,0.158,0,1
ZC002136,28.0,Female,Other,Tier 1,39,14,2,152.38,76.19,1,4.9,2,0.399,3,Women,Online,0.507,0.133,0,1
ZC002137,34.0,Male,Spain,Tier 1,20,91,1,69.47,69.47,1,1.9,6,0.182,5,Home,Store,0.154,0.151,0,0
ZC002138,40.0,Female,Spain,Tier 1,33,31,3,202.6,67.53,6,6.0,3,0.188,6,Women,Online,0.491,0.355,0,0
ZC002139,35.0,Female,UK,Tier 1,15,19,5,501.08,100.22,8,6.6,4,0.19,6,Home,Online,0.22,0.079,0,0
ZC002140,45.0,Female,USA,Tier 1,29,130,3,182.68,60.89,1,6.2,2,0.272,4,Kids,Mixed,0.303,0.193,0,0
ZC002141,31.0,Female,USA,Tier 1,6,91,1,70.45,70.45,3,10.2,5,0.28,7,Men,Online,0.109,0.16,0,0
ZC002142,29.0,Female,Germany,Tier 1,24,15,2,132.51,66.26,8,5.7,1,0.352,1,Kids,Store,0.184,0.46,0,0
ZC002143,59.0,Female,UK,Tier 2,6,166,1,124.12,124.12,0,15.6,1,0.394,7,Men,Online,0.201,0.274,0,0
ZC002144,36.0,Male,Other,Tier 1,38,53,1,82.67,82.67,5,7.3,4,0.252,6,Women,Online,0.227,0.349,0,0
ZC002145,25.0,Male,UK,Tier 1,32,107,1,72.03,72.03,0,1.9,6,0.652,1,Beauty,Store,0.164,0.106,0,0
ZC002146,25.0,Female,Germany,Tier 1,48,35,2,161.53,80.76,2,7.7,2,0.382,8,Women,Mixed,0.319,0.339,0,0
ZC002147,23.0,Male,UK,Tier 1,7,73,1,76.57,76.57,3,10.0,3,0.417,1,Women,Online,0.435,0.354,0,0
ZC002148,41.0,Female,USA,Tier 1,60,113,4,262.45,65.61,2,17.3,2,0.551,7,Women,Online,0.173,0.224,0,0
ZC002149,28.0,Male,UK,Tier 1,19,71,1,59.75,59.75,1,10.1,4,0.465,1,Women,Store,0.203,0.462,0,0
ZC002150,33.0,Female,Italy,Tier 1,37,92,2,139.47,69.74,0,5.0,3,0.446,5,Women,Store,0.34,0.173,0,0
ZC002151,31.0,Female,Other,Tier 3,9,51,1,89.11,89.11,4,5.6,1,0.269,7,Men,Online,0.077,0.474,0,0
ZC002152,39.0,Female,Spain,Tier 1,25,104,4,356.87,89.22,2,4.2,1,0.4,8,Women,Mixed,0.253,0.051,0,0
ZC002153,24.0,Female,France,Tier 1,17,81,1,73.25,73.25,2,8.0,3,0.782,2,Men,Online,0.401,0.127,0,0
ZC002154,21.0,Female,Germany,Tier 2,32,2,1,53.43,53.43,9,8.2,3,0.417,3,TRF,Mixed,0.387,0.459,0,0
ZC002155,34.0,Male,Spain,Tier 1,4,58,1,46.49,46.49,10,8.7,3,0.443,5,Home,Mixed,0.074,0.499,0,0
ZC002156,38.0,Male,Other,Tier 1,8,132,1,157.65,157.65,2,11.3,4,0.271,4,Beauty,Online,0.682,0.312,0,1
ZC002157,35.0,Female,USA,Tier 1,40,3,1,60.1,60.1,5,1.4,3,0.442,7,Women,Store,0.096,0.702,0,0
ZC002158,24.0,Female,Other,Tier 2,8,181,2,231.37,115.68,5,4.9,4,0.155,8,Home,Mixed,0.439,0.269,0,1
ZC002159,,Male,France,Tier 2,17,9,2,128.96,64.48,7,15.7,5,0.244,3,Women,Online,0.209,0.381,0,0
ZC002160,25.0,Female,USA,Tier 1,16,73,2,116.2,58.1,1,4.0,6,0.379,3,Women,Store,0.245,0.115,0,0
ZC002161,27.0,Female,Italy,Tier 3,23,212,2,138.58,69.29,0,3.5,5,0.249,2,Women,Store,0.277,0.254,0,1
ZC002162,23.0,Female,USA,Tier 1,10,83,1,96.58,96.58,2,4.8,4,0.46,8,Home,Store,0.28,0.069,0,0
ZC002163,45.0,Female,Italy,Tier 2,42,119,2,156.65,78.32,2,7.1,4,0.442,5,Home,Mixed,0.593,0.391,0,1
ZC002164,38.0,Female,Mexico,Tier 1,23,130,4,250.62,62.66,2,8.7,3,0.547,4,Women,Mixed,0.489,0.09,0,1
ZC002165,38.0,Female,France,Tier 3,45,95,5,220.65,44.13,1,5.1,5,0.755,5,Men,Mixed,0.51,0.512,0,0
ZC002166,44.0,Female,USA,Tier 1,32,23,2,137.89,68.94,5,4.9,3,0.134,2,Men,Mixed,0.365,0.249,0,0
ZC002167,60.0,Male,UK,Tier 1,23,46,1,88.12,88.12,3,2.7,0,0.546,5,Women,Online,0.175,0.192,0,0
ZC002168,16.0,Male,France,Tier 1,1,24,1,40.96,40.96,7,3.2,3,0.134,8,Home,Mixed,0.171,0.396,1,0
ZC002169,25.0,Female,Germany,Tier 3,28,196,3,224.53,74.84,2,4.8,2,0.465,8,Men,Online,0.18,0.348,0,1
ZC002170,26.0,Female,Germany,Tier 1,28,47,1,92.94,92.94,8,5.3,2,0.357,1,Men,Store,0.34,0.356,0,0
ZC002171,23.0,Male,UK,Tier 1,45,140,4,425.16,106.29,0,7.8,1,0.302,1,Men,Online,0.297,0.063,0,0
ZC002172,21.0,Male,Mexico,Tier 3,21,106,3,140.29,46.76,1,2.8,4,,6,Women,Mixed,0.162,0.116,0,0
ZC002173,29.0,Female,Mexico,Tier 2,1,70,1,122.59,122.59,0,7.0,1,0.514,6,Women,Online,0.243,0.23,0,1
ZC002174,20.0,Female,Italy,Tier 2,20,22,4,402.52,100.63,3,7.5,3,0.218,8,Home,Online,0.138,0.278,0,0
ZC002175,35.0,Female,USA,Tier 1,29,29,4,227.98,57.0,9,16.1,3,0.513,8,Kids,Store,0.467,0.189,1,0
ZC002176,33.0,Female,UK,Tier 1,20,33,4,351.77,87.94,5,7.7,0,0.386,2,Kids,Store,0.237,0.052,0,0
ZC002177,37.0,Male,UK,Tier 3,14,14,1,63.38,63.38,7,2.6,3,0.597,6,Home,Store,0.454,0.228,0,0
ZC002178,37.0,Male,Mexico,Tier 1,33,255,4,162.19,40.55,0,2.3,4,0.791,2,Home,Store,0.339,0.376,0,1
ZC002179,38.0,Male,Mexico,Tier 2,3,100,1,67.89,67.89,1,2.0,1,0.528,2,Men,Online,0.118,0.143,1,1
ZC002180,28.0,Male,Other,Tier 2,20,70,3,220.85,73.62,2,2.5,2,0.09,6,Women,Online,0.258,0.477,0,0
ZC002181,53.0,Female,USA,Tier 3,14,50,1,72.4,72.4,5,2.5,4,0.436,1,Women,Online,0.562,0.131,0,1
ZC002182,34.0,Male,Italy,Tier 2,8,55,2,127.75,63.88,6,1.9,3,0.425,7,Women,Online,0.501,0.148,0,0
ZC002183,16.0,Male,Other,Tier 1,23,65,1,53.65,53.65,1,1.3,1,0.576,7,Women,Mixed,0.385,0.158,0,0
ZC002184,22.0,Female,USA,Tier 2,49,66,5,500.88,100.18,0,4.0,4,0.23,2,Women,Mixed,0.48,0.136,0,0
ZC002185,16.0,Female,Spain,Tier 3,10,95,3,299.1,99.7,2,1.6,3,0.171,5,Home,Mixed,0.176,0.085,1,1
ZC002186,32.0,Female,Spain,Tier 3,28,13,6,287.99,48.0,4,1.0,1,0.481,7,Kids,Store,0.213,0.004,0,0
ZC002187,31.0,Female,Germany,Tier 1,26,37,2,91.49,45.74,5,4.4,4,0.428,6,Women,Store,0.388,0.436,0,0
ZC002188,27.0,Female,UK,Tier 1,7,90,4,183.97,45.99,2,2.2,7,0.27,2,Women,Online,0.379,0.321,0,0
